,zid,event_name,distance,laps_time,zroute,elevation_gain
677,3131376,3R LaGuardia Loop Flat Race - 8 Laps (22.9km/14.2mi 216m),24,"['8', 'laps']",Laguardia Loop,311
678,3102163,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
679,3129644,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
680,3129004,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
681,3131375,Zwift Fast Fridays: Tempus Fugit Time Trial,18,[''],Tempus Fugit,27
682,3131374,ZLDR Run Like No One is Watching,,['60'],Quatch Quest,740
683,3131373,TBR 101 - Endurance,180,[''],R.G.V.,
684,3131371,The Saturday Shop Ride By Trek Australia,70,"['1', 'lap']",Big Foot Hills,698
685,3131370,Fast Friday Workout,,['30'],May Field,
686,3131369,3R Innsbruckring Flat Race - 4 Laps (35.2km/21.9mi 308m),36,"['4', 'laps']",Innsbruckring,308
687,3131368,AHDR Full Aussie Brekkie Roll,,['120'],Royal Pump Room 8,487
688,3099850,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
689,3131367,Arise,,['52'],Queen's Highway,493
690,3131366,JETT Hill Climb & Interval Ride,54,"['4', 'laps']",Whole Lotta Lava,
691,3102263,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
692,3129209,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
693,3128556,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
694,3131365,Rhino Racing Crit City,16,"['8', 'laps']",Downtown Dolphin,
695,3131364,The WarmUp Ride,,['45'],Tempus Fugit,51
696,3131363,3R Watopia Hilly Race - 3 Laps (27km/16.8mi 300m),27,"['3', 'laps']",Watopia Hilly Route,321
697,3131362,EVO CC Sprint Race Series,13,"['1', 'lap']",Three Village Loop,91
698,3131360,3R True2 Steady Ride [2.0w/kg avg],,['60'],Neon Flats,209
699,3131359,Anaerobic Capacity into VO2,,['52'],Queen's Highway,493
700,3136358,Challenged Athletes Foundation Ride,,['50'],Tick Tock,112
701,3102226,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
702,3129438,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
703,3128771,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
704,3131358,Renegade Race,29,"['3', 'laps']",Jungle Circuit,256
705,3131357,EVR Europe,38,"['4', 'laps']",Park Perimeter Loop,670
706,3131356,MEC Bikes NZ - Ride / Race,70,[''],Watopia's Waistband,253
707,3131355,ZLDR Let There Be Hills,12,[''],Watopia Mountain 8,569
708,3131354,Americas HDR Friday Funday p/b Giant,,['60'],Richmond Flat Roads,175
709,3131353,GGCC GlasgowGreen CC TT,20,"['1', 'lap']",Tempus Fugit,31
710,3131352,Full Glaz Challenge,18,"['2', 'laps']",Innsbruckring,155
711,3131351,Newbury Velo Crit,24,"['12', 'laps']",Downtown Dolphin,
712,3131348,Fast Friday Workout,,['30'],May Field,
713,3131347,ZHR The Great Escape,40,"['1', 'lap']",Volcano Flat KOM,
714,3131346,Team RWB - Gears before Beers (Race 2/2),11,[''],Knickerbocker,215
715,3131345,GGCC GlasgowGreen CC TT,8,"['1', 'lap']",Bologna Time Trial,236
716,3131344,Fearless Women's Time Trial,8,"['1', 'lap']",Bologna Time Trial,236
717,3131343,Amalgam,,['51'],Queen's Highway,486
718,3101975,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
719,3100281,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
720,3099890,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
721,3131342,Group Run 10k,10,[''],Chili Pepper Rev,
722,3131341,3R Lutscher CCW Climbing Race - 1 Lap (22.1km/13.9mi 827m),23,"['1', 'lap']",Lutscher CCW,
723,3102185,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
724,3131339,Sledgehammer Inbetweeners Races,21,"['2', 'laps']",Jungle Circuit,174
725,3131338,The Friday Criterium Summer Races (With Category Enforcement),30,"['1', 'lap']",Watopia Figure 8,251
726,3131337,The Friday Criterium Summer D Races (With Category Enforcement),20,"['2', 'laps']",Watopia Flat Route,120
727,3131336,Team RWB - Gears Before Beers (Race 1/2),10,"['1', 'lap']",Park Perimeter Loop,168
728,3129817,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
729,3129148,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
730,3137822,Herd Autumn Racing Experience,8,"['1', 'lap']",Bologna Time Trial,236
731,3131335,PACK 1.5 Weekly Wind Down,,['60'],Sand And Sequoias,338
732,3131331,Team Italy Summer League,26,"['1', 'lap']",Greatest London Loop,
733,3131334,GGCC GlasgowGreen CC TT,20,"['1', 'lap']",Tempus Fugit,31
734,3131330,ZZRC Goat Airlines Flight Sub 2,,['60'],Greater London Flat,211
735,3131324,Het is Koers,,['60'],Royal Pump Room 8,
736,3133488,HISP TT Grand Prix,11,[''],UCI Worlds Short Lap,426
737,3131325,KIRCHMAIR Race Series,9,"['1', 'lap']",Seaside Sprint,
738,3131329,AEO Women's Wind Down Ride p/b Stolen Goat,,['45'],Volcano Circuit CCW,156
739,3131326,ZZRC The Weekend Starts Here,,['60'],Castle to Castle,272
740,3131328,ZLDR Recovery Hour,,['60'],11.1 Ocean Blvd,
741,3131327,ZHCC TGI Flat Friday 1.5w/kg,,['60'],Wandering Flats,205
742,3134712,UnderGround Racing Series 2 - Group 1,20,[''],Duchy Estate,
743,3109848,UnderGround Racing Series 2 - Group 2,20,[''],Duchy Estate,
744,3131323,Cocorico Racing League (Category enforcement) - Bikes France,29,"['3', 'laps']",Park Perimeter Loop,503
745,3131321,3R Racing,29,"['1', 'lap']",The Magnificent 8,154
746,3131320,"Clasica ""La Historica"" ZESP",,['60'],Handful Of Gravel,
747,3102138,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
748,3131312,KIRCHMAIR Race Series,11,"['3', 'laps']",Duchy Estate,
749,3128808,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
750,3129479,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
751,3131313,Ladies Races Series by Frenchy Fuzion,24,"['1', 'lap']",Casse-Pattes,154
752,3131319,REVO Slow Roll SUB1.5,,['30'],Richmond Flat Roads,83
753,3131316,Zwift Fast Fridays: Bologna Time Trial,8,"['1', 'lap']",Bologna Time Trial,236
754,3131314,Mountain Massif TT - Powered by Muc-Off,12,[''],Road to Sky,
755,3131311,SNOWcial Sprint & Spin,,['60'],Douce France,255
756,3131310,Team Italy 5K Summer Run Race,5,[''],Shuman Trail Loop,
757,3131309,Team Italy Social SUB2 Ride,,['45'],Wandering Flats,162
758,3131308,The Friday TBR Pubcrawl,,['45'],London Classique,167
759,3131307,3R PedalPlay Interval Ride [~3.5-4+w/kg avg],33,"['5', 'laps']",The 6 Train,452
760,3131306,EVO CC Race Series,36,"['9', 'laps']",Neokyo Crit Course,180
761,3131305,EVO CC Womens Sprint Race Series,32,"['8', 'laps']",Neokyo Crit Course,
762,3131303,ZHR The Great Escape,40,"['1', 'lap']",Volcano Flat KOM,
763,3131302,CIS - Friday Sub 2.0 Social T.G.I.F Ride,,['60'],Beach Island Loop,83
764,3131301,ZRG-CC Social Ride,,['60'],Champs-Élysées,
765,3099836,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
766,3131300,VO2 Max 40/20,,['48'],2019 UCI Worlds Harrogate Circuit,606
767,3131298,3R Volcano Flat Race - 3 Laps (36.6km/22.7mi 138m),37,"['3', 'laps']",Volcano Flat,148
768,3102242,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
769,3131297,ZRG-CC Friday Race,29,"['3', 'laps']",Park Perimeter Loop,
770,3131296,Friday Social with BYT,,['60'],R.G.V.,201
771,3131295,Cycle Nation Joburg Sundowner,37,"['2', 'laps']",Tempus Fugit,57
772,3131293,ZTPL Cycling Club 100km Ride,100,[''],Three Little Sisters,561
773,3131292,INC RELENTLESS Sprint Series Race 2,10,"['2', 'laps']",Rooftop Rendezvous,110
774,3131291,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],Flatland Loop,306
775,3129754,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
776,3129090,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
777,3131290,Vikings and Valhalla Friday Night Lights,,['60'],Richmond Flat Roads,175
778,3131289,Group Run 5k,5,[''],Watopia Flat Route,
779,3131286,TEAM VEGAN Cake Break,35,[''],Big Foot Hills,398
780,3131288,Fast Friday Workout,,['30'],May Field,
781,3131287,FZR Pre-Sauna ride,,['60'],R.G.V.,201
782,3131285,SZ AW Party by SZR,27,"['8', 'laps']",Queen's Highway,363
783,3131284,INC RELENTLESS Sprint Series Race 1,9,"['1', 'lap']",Volcano Circuit CCW,49
784,3131283,3R Sand and Sequoias Race,43,"['2', 'laps']",Sand And Sequoias,338
785,3131282,VO2 Max -3 Minute,,['55'],Queen's Highway,526
786,3102207,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
787,3131281,BST Mountaingoat Race,46,"['1', 'lap']",Surrey Hills,
788,3131280,DBR Friday Race - Category Enforcement,25,"['1', 'lap']",Downtown Titans,143
789,3129597,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
790,3128952,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
791,3131279,EVO CC Race Series,19,"['2', 'laps']",Sleepless City,81
792,3131278,Team DRAFT Friday Race,25,"['1', 'lap']",Legends and Lava,175
793,3131277,The Grind Finale,,['49'],Queen's Highway,476
794,3099885,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
795,3131275,Group Run 10k,10,[''],Richmond Hilly Roads,
796,3136357,Challenged Athletes Foundation Ride,,['50'],Tick Tock,112
797,3131274,3R Innsbruckring Flat Race - 2 Laps (17.6km/10.9m 154m),18,"['2', 'laps']",Innsbruckring,155
798,3102177,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
799,3131273,ZLDR Footloose Friday,10,[''],Shuman Trail Loop,
800,3131272,"Team KST's ""Le Rouleur"" Race",21,"['1', 'lap']",London 8,258
801,3131271,PACK Slackers SUB2 Ride,,['60'],Electric Loop,196
802,3129338,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
803,3128700,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
804,3131270,KISS Racing - Category Enforcement,49,"['3', 'laps']",Richmond UCI Reverse,467
805,3121954,Bicycle Way of Life Fri-yay Ride,,['60'],Greatest London Flat,286
806,3131266,EZR Easy Peasy Friday Ride,,['60'],Neon Flats,209
807,3131268,Uphill Battle,,['56'],Queen's Highway,534
808,3131265,Dutch Diesel Cycling Weekender,,['45'],The 6 Train Rev,
809,3131264,Ascenders Team Rise and Shine Ride,,['60'],Innsbruckring,377
810,3102262,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
811,3131263,Zwift Runner's Walk/Run Intervals,5,[''],Shuman Trail Loop,
812,3131262,Slowtwitch.com Festina Lente,,['60'],The Bell Lap,336
813,3131261,Zwift Fast Fridays: Tempus Fugit Time Trial,18,[''],Tempus Fugit,27
814,3129683,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
815,3129050,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
816,3131259,ZZRC Friday Latte 2-2.5 Social Ride,,['75'],Wandering Flats,296
817,3131260,Fast Friday Workout,,['30'],May Field,
818,3131258,Orange Unicorn,,['51'],2019 UCI Worlds Harrogate Circuit,672
819,3131257,TTR Weekly Race,30,"['2', 'laps']",Neon Flats,140
820,3131256,Peak-PTY Pre weekend race,36,"['1', 'lap']",Triple Flat Loops,78
821,3101984,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
822,3099819,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
823,3131255,3R Greater London 8 Hilly Race - 1 Lap (23.8km/14.8mi 238m),24,"['1', 'lap']",Greater London 8,276
824,3131249,BMTR Short Adventure,,['60'],Tick Tock,122
825,3102225,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
826,3129579,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
827,3128892,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
828,3131251,Best Buddies Challenge - Friday FTP Intervals,,['50'],The Magnificent 8,195
829,3131250,CHINA ZCRC ROCKET Racing,39,"['3', 'laps']",Flatland Loop,293
830,3131247,DIRT Scenic Ride,,['30'],London Classique,118
831,3131248,Cleveland Wheelers CC Time Trial,13,"['4', 'laps']",Laguardia Loop,167
832,3131246,Friday Fearless Fartleks,,['60'],Electric Loop,196
833,3131245,SAZ Running Club,,"['1', 'lap']",11.1 Ocean Blvd,
834,3131244,3R LaGuardia Loop Reverse Flat Race - 8 Laps (24.5km/15.2mi 216m),25,"['8', 'laps']",Laguardia Loop Rev,216
835,3131243,Team Electric Spirit Co. Preprandial Crits,9,"['1', 'lap']",Hilly Route Reverse,107
836,3131242,Amalgam,,['51'],Queen's Highway,486
837,3131241,Friday Ebb presented by Team ODZ,31,"['3', 'laps']",Flat Route Reverse,180
838,3100280,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
839,3099889,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
840,3131240,TGIF DIRTy Goats,,['90'],Watopia's Waistband,
841,3102184,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
842,3129816,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
843,3129147,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
844,3131239,Rhino Racing Crit City,16,"['8', 'laps']",Downtown Dolphin,
845,3131238,MHG Run Club,5,[''],Muir And The Mountain,108
846,3131237,Mountain Massif TT - Powered by Muc-Off,12,[''],Road to Sky,
847,3131236,The HERD Kibbitz and Chinwag,,['60'],Sleepless City,187
848,3131235,DIRT FriYay Ride,,['50'],Wandering Flats,181
849,3131234,Kinetic Cruisers,,['50'],Richmond Flat Roads,140
850,3131233,Breakfast Club Run,,['60'],Jon's Route,
851,3131232,European Lunch Ride,43,"['2', 'laps']",Sand And Sequoias,338
852,3131231,Bonbon,,['40'],2019 UCI Worlds Harrogate Circuit,509
853,3131230,Vikings Valhalla Frolicking Friday Fun-for-All,,['60'],R.G.V.,201
854,3099868,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
855,3131229,3R Innsbruckring Flat Race - 4 Laps (35.2km/21.9mi 308m),36,"['4', 'laps']",Innsbruckring,308
856,3102137,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
857,3129478,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
858,3128807,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
859,3131228,EVR Asia,38,"['4', 'laps']",Park Perimeter Loop,670
860,3131227,RT Performance Friday Intervals,10,[''],May Field,
861,3131225,KISS at Base Training Ride,100,[''],Greater London Flat,466
862,3131226,GRIT - Mountain Route,23,"['1', 'lap']",Lutscher CCW,
863,3131224,EVO CC Sprint Race Series,18,"['2', 'laps']",Hilly Route Reverse,214
864,3131223,Group Run 5k,5,[''],Richmond Flat Roads,
865,3131222,Fast Friday Workout,,['30'],May Field,
866,3131221,ZHR The Great Escape,40,"['1', 'lap']",Volcano Flat KOM,
867,3131220,EZR EZ Does It,,['60'],Roule Ma Poule,308
868,3131219,DIRT Friday Morning Sprintapalooza,38,"['4', 'laps']",Park Perimeter Loop,670
869,3131218,Spaded Sweetie,,['44'],Queen's Highway,420
870,3131217,CRYO-GEN Friday Run,5,[''],Italian Villas Circuit,
871,3131216,AHDR Friday Funduro Ride,,['90'],The Bell Lap,504
872,3131215,DIRT Friday Endurance Ride,,['90'],Tick Tock,192
873,3131214,3R Whole Lotta Lava Hilly Race - 2 Laps (28.9km/12.53mi 336m),29,"['2', 'laps']",Whole Lotta Lava,348
874,3102241,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
875,3129556,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
876,3128906,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
877,3131213,EVO CC Race Series,100,[''],Watopia Flat Route,573
878,3131212,Zwift Fast Fridays: Bologna Time Trial,8,"['1', 'lap']",Bologna Time Trial,236
879,3131211,Beanie's Brunch Bunch,,['60'],Wandering Flats,205
880,3131210,TBR Burrito Race,25,[''],Downtown Titans,143
881,3131209,PACK 1.5 Morning Cuppa,,['60'],Triple Flat Loops,91
882,3099913,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
883,3131207,3R Lagurdia Super Sprint Race - 1 Lap (3.7km/2.6mi 27m),4,"['1', 'lap']",Laguardia Loop,60
884,3102206,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
885,3129298,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
886,3128652,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
887,3131206,WMZ Friday Frenzy,28,"['4', 'laps']",Seaside Sprint,213
888,3131203,Cocorico Friday - Aperitif Group Ride - Bikes France,,['90'],Muir And The Mountain,
889,3131202,INC Relentless Interval Training,,['90'],Tempus Fugit,97
890,3131201,Flanders Endurance Series,137,"['2', 'laps']",Big Foot Hills,1389
891,3131198,Orange Unicorn,,['51'],2019 UCI Worlds Harrogate Circuit,672
892,3131197,3R Innsbruckring Race - 33.2km,33,[''],Innsbruckring,293
893,3102176,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
894,3129337,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
895,3128699,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
896,3131194,Bikealicious Rubberband Joy Ride,,['90'],Ven-Top,4692
897,3131196,Sedate Runners Group,6,[''],That's Amore,
898,3131195,ZLDR One Step At A Time,8,[''],The 6 Train,101
899,3131192,ZZRC Breakfast/Supper Club - Ride with Mates,35,[''],The London Pretzel,338
900,3131191,Morning StripHISP,53,"['1', 'lap']",Bigger Loop,
901,3099849,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
902,3131190,Le Col Workout Sessions Weekend Tune Up Ramps,,[''],Wandering Flats,150
903,3131189,3R Racing,23,"['1', 'lap']",Sand And Sequoias,172
904,3102261,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
905,3129507,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
906,3128857,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
907,3131188,SZR After Sun,,['60'],Greater London Flat,211
908,3131187,QueenBee Ladies Social Ride,,['45'],Flat Route Reverse,200
909,3131186,INC HIIT - 30min High Intensity Interval Training,30,"['15', 'laps']",The Bell Lap,229
910,3131185,Lactate Shuttle,,['57'],Queen's Highway,550
911,3131184,Fast Friday Workout,,['30'],May Field,
912,3131182,GXY Solar Surge (1.6 WKG -2.5 WKG),,['50'],Tempus Fugit,56
913,3131181,3R Racing,18,"['2', 'laps']",Watopia Hilly Route,214
914,3102224,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
915,3129441,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
916,3128768,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
917,3131179,ZLDR AYOP Run Hour,,['60'],Surrey Hills,1019
918,3131178,Zwift Fast Fridays: Tempus Fugit Time Trial,18,[''],Tempus Fugit,27
919,3131177,Watopia Dawn Patrol,29,"['1', 'lap']",The Magnificent 8,154
920,3131176,3R VOLT Interval Ride [~2.6-3.2 w/kg avg],37,"['4', 'laps']",Gotham Grind,502
921,3131175,3R SPARK Interval Ride [~2.2-2.5 w/kg avg],38,"['13', 'laps']",Laguardia Loop,490
922,3131174,3R Octane Interval Ride [~3.2-3.8 w/kg avg],46,"['7', 'laps']",London Classique Reverse,229
923,3131172,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],Neon Flats,209
924,3131171,EVO CC Core Interval Ride [2.5-3.2w/kg avg],45,"['23', 'laps']",Downtown Dolphin,358
925,3131170,INC Relentless Steady State Spin,,['60'],Greatest London Flat,286
926,3131169,EVO CC Vortex Interval Ride [~3-3.8w/kg avg],45,"['5', 'laps']",Jungle Circuit,421
927,3131168,Ham Sandwich,,['52'],Queen's Highway,493
928,3101974,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
929,3099897,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
930,3131167,3R Astoria 8 Line Hilly Race - 2 Laps (23km/14.2mi 284m),23,"['2', 'laps']",Astoria Line 8,373
931,3056519,Rocacorba Collective Early Morning Social Ride,,['60'],Park Perimeter Loop,738
932,3102183,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
933,3129815,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
934,3129150,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
935,3131166,EVO CC Sprint Race Series,12,"['6', 'laps']",Downtown Dolphin,93
936,3131165,SZR Musette Morgonchock,22,"['3', 'laps']",Two Bridges Loop,119
937,3131164,Team Valhalla Friday Fun Day Ride,27,"['3', 'laps']",Innsbruckring,
938,3131163,Cycle Nation Joburg Sunrise,,['60'],Watopia's Waistband,156
939,3131162,INC Relentless Intervals,50,"['2', 'laps']",Downtown Titans,286
940,3131161,Fearless Women's Weekday Race,30,"['2', 'laps']",London Loop,462
941,3100299,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
942,3099867,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
943,3131160,Escalation,,['55'],Innsbruckring,329
944,3131159,3R Greater London Flat Race - 2 Laps (28.5km/17.7mi 90m),29,"['2', 'laps']",Greater London Flat,149
945,3102152,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
946,3129496,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
947,3128829,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
948,3131158,Team Italy Muscles WakeUp,,['45'],Electric Loop,146
949,3131157,Team Italy Super Early Ride,,['75'],Tick Tock,165
950,3121840,NCNCA Gold Rush - Race 2,13,"['2', 'laps']",The 6 Train,181
951,3131154,Bikealicious Thursday Spectacular,,['90'],Triple Loops,796
952,3131156,XRS - ZTR Thursday Night Race,36,"['4', 'laps']",Innsbruckring,308
953,3131155,ZHR Masters TT Series,16,[''],Tempus Fugit,26
954,3131153,Arise,,['52'],Innsbruckring,312
955,3099835,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
956,3131151,USMES Thursday Night Social,,['60'],London Classique Reverse,217
957,3102240,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
958,3121833,NCNCA Gold Rush - Race 1,15,"['3', 'laps']",Volcano Circuit,80
959,3121831,ABC Arctic Blast mini Race,19,"['2', 'laps']",Park Perimeter Loop,335
960,3129752,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
961,3129092,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
962,3131149,Escape Velocity Club Ride,21,"['1', 'lap']",Greater London Loop,258
963,3131146,Anaerobic Capacity into VO2,,['52'],Innsbruckring,312
964,3131144,WTRL Team Time Trial - Zone 22,25,"['1', 'lap']",Wandering Flats,145
965,3131145,Fell Swoop Speed Series,28,"['7', 'laps']",Neokyo Crit Course,140
966,3131143,Tower 26 Group Workouts,,['60'],Neon Flats,209
967,3131142,OTR After Party,28,"['1', 'lap']",Climber's Gambit,333
968,3102205,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
969,3129301,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
970,3128649,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
971,3131139,WTRL Team Time Trial - Zone 21,25,"['1', 'lap']",Wandering Flats,145
972,3131141,OFRRCC Time Trial Race,12,"['1', 'lap']",London Classique,69
973,3131137,OTR Hare & Hounds,15,"['1', 'lap']",Neon Flats,70
974,3131136,Amalgam,,['51'],Innsbruckring,309
975,3131131,BC Bike Race MTB Race,21,"['2', 'laps']",Jungle Circuit,174
976,3131130,WTRL Team Time Trial - Zone 20,25,"['1', 'lap']",Wandering Flats,145
977,3131135,Fearless Flying Feet Track Intervals,7,[''],May Field,
978,3131132,LA RUTA COLOMBIA SURA VIRTUAL,31,"['2', 'laps']",The Highline,
979,3099880,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
980,3102175,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
981,3129639,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
982,3129003,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
983,3131126,WTRL Team Time Trial - Zone 19,25,"['1', 'lap']",Wandering Flats,145
984,3131125,KISS Racing - Category Enforcement,32,"['2', 'laps']",Richmond UCI Worlds,315
985,3131128,BMC/Walmart Cycling Club Social,,['60'],Neokyo All-Nighter,314
986,3130407,USMES Thursday Night Social,,['60'],Ocean Lava Cliffside Loop,170
987,3136635,Sprint Training Optimum NYC,24,"['8', 'laps']",Laguardia Loop,311
988,3130405,WTRL Team Time Trial - Zone 18,25,"['1', 'lap']",Wandering Flats,145
989,3130406,ZHR Masters TT Series,16,[''],Tempus Fugit,26
990,3130404,Women of Watopia Social Spin,,['60'],Greater London Flat,211
991,3130402,VO2 Max 40/20,,['48'],Innsbruckring,301
992,3130401,KRG Thursday Night Crit,43,['45'],Downtown Dolphin,259
993,3130400,Koa Sports League Warrior Race,19,"['4', 'laps']",Volcano Circuit,
994,3130399,The HERD Thirsty Thursday,,['61'],Casse-Pattes,
995,3099848,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
996,3102275,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
997,3130394,WTRL Team Time Trial - Zone 17,25,"['1', 'lap']",Wandering Flats,145
998,3130398,Restart Racing Thursday Thumper,23,"['3', 'laps']",Champs-Élysées,257
999,3130397,Toronto Hustle's Course du Jour,36,"['5', 'laps']",Champs-Élysées,411
1000,3130396,Kinetic Group Ride,,['50'],London Classique,181
1001,3130393,USMES Weekly Warm ups,,['60'],R.G.V.,201
1002,3129678,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1003,3129048,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1004,3130392,Slowtwitch SWIFT,,['60'],Surrey Hills,1019
1005,3130391,PACK 1.5 Merry Band of Pirates,,['60'],Greater London Flat,211
1006,3130388,EZR Take It EZ-er,,['60'],R.G.V.,201
1007,3130387,Micro Mountain Massif TT - Race 2,2,[''],Watopia Hilly Route,
