,zid,event_name,distance,laps_time,zroute,elevation_gain
1008,3130385,VO2 Max -3 Minute,,['55'],Innsbruckring,329
1009,3130384,3R Racing,17,"['1', 'lap']",Road to Sky,1047
1010,3101983,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1011,3130383,Summit City Zwift League Endurance Ride,,['90'],Douce France,370
1012,3130382,AATC Thursday Interval Workout,,['60'],Tick Tock,122
1013,3102223,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1014,3130381,Micro Mountain Massif TT - Race 1,3,[''],Sea to Tree,
1015,3130380,XRS - ZTR Thursday Night Race,36,"['4', 'laps']",Innsbruckring,308
1016,3130378,Ascenders Team Asia Morning Group Run,,['30'],Splash and Dash,
1017,3130377,BMTR Faster Masters A/B Ride,66,"['10', 'laps']",Seaside Sprint,
1018,3129280,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1019,3128589,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1020,3130376,The Grind Finale,,['49'],Innsbruckring,305
1021,3130375,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1022,3130374,Move for Lex,,['30'],Beach Island Loop,43
1023,3099896,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1024,3130373,3R Racing,18,"['2', 'laps']",Innsbruckring,155
1025,3102182,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1026,3129814,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1027,3129149,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1028,3130372,Black Sheep Black Friday Workout,,[''],Greater London Flat,149
1029,3130371,Chicks Who Ride Bikes Group Ride,,['50'],R.G.V.,152
1030,3130370,WMZ Sugar & Spice p/b Velo Mats,41,"['3', 'laps']",Greater London Flat,201
1031,3130369,"ZESP ""Ardillas"" Persecucion",33,"['1', 'lap']",Temples and Towers,
1032,3130368,Uphill Battle,,['56'],Innsbruckring,331
1033,3130367,3R Racing,18,"['6', 'laps']",Laguardia Loop,239
1034,3130366,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1035,3130365,ZSUN vFUN Social Ride - 1.7-1.9 w/kg,,['60'],Watopia Flat Route,244
1036,3099866,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1037,3102151,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1038,3130364,1 Mile Thrash,2,[''],May Field,
1039,3130362,Rhino Racing Crit City,16,"['8', 'laps']",The Bell Lap,
1040,3130361,GGCC Glasgow Green Cycle Club Thursday Training Ride,36,"['4', 'laps']",Innsbruckring,308
1041,3129495,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1042,3128828,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1043,3130360,AHDR Bacon Rolls,,['60'],Petit Boucle,281
1044,3130358,EVO CC Sprint Race Series,12,"['1', 'lap']",London Classique,69
1045,3130357,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1046,3130356,JETT Base Ride (2.7~4.5w/kg),73,"['3', 'laps']",R.G.V.,
1047,3130355,Bonbon,,['40'],Innsbruckring,238
1048,3130354,ICE ZWTB,,['60'],Greater London Flat,211
1049,3130353,OH MY CRIT!! - The Double Race 2/2,23,"['5', 'laps']",Volcano Circuit,120
1050,3099834,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1051,3130350,Beaconsfield Crit Club,20,"['5', 'laps']",Neokyo Crit Course,
1052,3102239,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1053,3130344,WTRL Team Time Trial - Zone 16,25,"['1', 'lap']",Wandering Flats,145
1054,3130349,No Limit Group Workout,,[''],Chasing the Sun,349
1055,3130347,Flanders BZR Ronde Dual Winter League,46,"['1', 'lap']",Three Sisters Reverse,
1056,3130343,KISS Racing - Category Enforcement,32,"['2', 'laps']",Richmond UCI Worlds,315
1057,3129255,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1058,3128605,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1059,3130342,XRS - ZTR Thursday Night Race,36,"['4', 'laps']",Innsbruckring,308
1060,3130341,PACK Run Step-by-Step,,['30'],Rooftop Rendezvous,330
1061,3130340,3R Watopia Rally Steady Ride [~3w/kg avg],37,"['3', 'laps']",Volcano Flat,148
1062,3130339,IOM Endurance Group Ride,,['60'],Greatest London Flat,286
1063,3130338,Ride with Rouleur,,['60'],Gotham Grind Reverse,585
1064,3130337,Madhare Summer Sessions,30,"['2', 'laps']",Neon Flats,140
1065,3130328,WTRL Team Time Trial - Zone 15,25,"['1', 'lap']",Wandering Flats,145
1066,3130336,British Triathlon Series - Handicap (Hare & Hounds) Race,23,[''],Volcano Climb,202
1067,3130335,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1068,3130334,ZTPL Cycling Club Race,35,"['1', 'lap']",Chasing the Sun,313
1069,3130333,Glorious Gravel Epic Race,33,"['1', 'lap']",Temples and Towers,314
1070,3130331,British Cycling Time Trial Series,17,"['2', 'laps']",London Classique,93
1071,3130330,Black Celebration Series - Thursday Workouts PM,,['60'],Champs-Élysées,490
1072,3130329,Endura Renegades,30,"['2', 'laps']",Chain Chomper,361
1073,3130327,OH MY CRIT!! - The Double Race 1/2,22,"['3', 'laps']",London Classique,118
1074,3130326,Spaded Sweetie,,['44'],Innsbruckring,256
1075,3130321,Het is Koers Ladies Ride,36,"['1', 'lap']",Keith Hill After Party,433
1076,3130324,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1077,3101990,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1078,3100284,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1079,3099912,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1080,3130317,BC Bike Race MTB Race,23,"['3', 'laps']",Handful Of Gravel,
1081,3021333,Cycling Ireland eRacing Social Ride,,['60'],Champs-Élysées,490
1082,3102204,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1083,3130308,WTRL Team Time Trial - Zone 14,25,"['1', 'lap']",Wandering Flats,145
1084,3130307,La Braquasse by Frenchy Fuzion,10,"['1', 'lap']",Flat Route Reverse,
1085,3130318,Team Velos - Poursuite de la Lanterne Rouge,,['60'],The Magnificent 8,269
1086,3130316,Renegade Race,23,"['1', 'lap']",Volcano Climb,202
1087,3130314,Hudik Triathlon Time Trial,18,[''],Tempus Fugit,27
1088,3130313,Hudik Triathlon Time Trial,18,[''],Tempus Fugit,27
1089,3130311,Flanders BZR Ronde Dual Winter League,33,"['1', 'lap']",Libby Hill After Party,
1090,3130310,Como si te persiguiera un oso by PETA-Z,,['59'],Splash and Dash,
1091,3130309,ZLDR To Race or Not To Race,5,[''],Valley to Mountaintop,144
1092,3130306,KIRCHMAIR Thursday Race,30,"['2', 'laps']",Chain Chomper,361
1093,3130305,Team RWB - Thursday Group Workout,,['70'],Lutece Express,598
1094,3129600,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1095,3128949,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1096,3138108,Thursday Rides,,['10'],Electric Loop,32
1097,3130304,Team CLS High 'n' Low,,['70'],Richmond Rollercoaster,
1098,3130302,PACK Social + KOM After Party,37,[''],Watopia's Waistband,126
1099,3130301,Micro Mountain Massif TT - Race 2,2,[''],Watopia Hilly Route,
1100,3137129,Test Event: Volcano Circuit,19,"['4', 'laps']",Volcano Circuit,100
1101,2615520,ELITE Pro Series,28,"['2', 'laps']",2019 UCI Worlds Harrogate Circuit,
1102,3130287,WTRL Team Time Trial - Zone 13,25,"['1', 'lap']",Wandering Flats,145
1103,3130294,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1104,3130292,3R iTT Race - Watopia Tick Tock - 1 Lap,19,"['1', 'lap']",Tick Tock,59
1105,3130286,Hotchillee Gain Train,40,"['1', 'lap']",Volcano Flat KOM,
1106,3130285,FUSION Thursday Race,70,"['2', 'laps']",Chasing the Sun,626
1107,3130284,Team Italy and Hisp..ecial Ride,,['60'],Park Perimeter Loop,738
1108,3130283,ZHCC Ladies Progressive 1.5w/kg – 2.0w/kg,,['60'],Sand And Sequoias,338
1109,3130281,ZZRC GROOVY TRAIN - Rock n' Roll,28,"['1', 'lap']",Tour of Fire and Ice,
1110,3130280,Flipados Points Race by PETA-Z,22,"['11', 'laps']",Downtown Dolphin,
1111,3130279,"ZESP ""Ardillas"" Persecucion",33,"['1', 'lap']",Temples and Towers,
1112,3130278,ZZRC Pedal Party Sub 2,,['60'],Tick Tock,122
1113,3130277,The HERD Thursday Social,,['60'],Innsbruckring,377
1114,3034710,Bag that Badge Series,10,"['1', 'lap']",Surfin' Safari,
1115,3121050,SCANNELLATORI SERIALI TOUR,29,"['3', 'laps']",Park Perimeter Loop,503
1116,3130276,Micro Mountain Massif TT - Race 1,3,[''],Sea to Tree,
1117,3130275,Flanders Thursday Social Club,,['60'],Chasing the Sun,
1118,3130274,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1119,3099879,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1120,3130269,Group Run 10k,10,[''],London Classique,
1121,3130260,Team Amani X Africa Rising - Intercontinental Series,42,"['1', 'lap']",Out And Back Again,330
1122,3056545,Rocacorba Collective Workout Session,,['60'],Tempus Fugit,64
1123,3102174,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1124,3130255,WTRL Team Time Trial - Zone 12,25,"['1', 'lap']",Wandering Flats,145
1125,3130254,SZR Bumps and Grinds,,['60'],Chain Chomper,565
1126,3130253,SZR Recovery Ride,,['60'],Watopia's Waistband,156
1127,3130259,Red Thursday Group Training,,['86'],Ven-Top,4581
1128,3130257,"Para-cycling Virtual Time Trial Series, hosted by U.S. Paralympics Cycling",18,[''],Tempus Fugit,27
1129,3130256,Mussara 24h Race Day,27,"['1', 'lap']",Roule Ma Poule,
1130,3129638,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1131,3129002,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1132,3130252,ZTPL Cycling Club Girls Ride,,['45'],Tempus Fugit,
1133,3130251,Frenchy Fuzion Training Ride,,['60'],Greatest London Loop,
1134,3130250,Group Run 5k,5,[''],Run Path Reverse,
1135,3130249,3R PedalPlay Interval Ride [~3.5-4.0w/kg avg],,['60'],Tempus Fugit,64
1136,3130245,WTRL Team Time Trial - Zone 11,25,"['1', 'lap']",Wandering Flats,145
1137,3130244,SZR Group Workout by Thyr,,['54'],Railways and Rooftops,432
1138,3130248,EVO CC Race Series,28,"['4', 'laps']",London Classique,143
1139,3130247,Dream Bike Race - Alpe du Zwift,17,"['1', 'lap']",Road to Sky,1047
1140,3130246,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1141,3130243,Orange Unicorn,,['51'],Innsbruckring,309
1142,2561622,Third Thursdays with L39ION Lionesses,,['45'],Three Village Loop,273
1143,3130242,SZR Racerdepan Race,20,"['5', 'laps']",Neokyo Crit Course,100
1144,3130240,OH MY CRIT!! - The Double Race 2/2,22,"['3', 'laps']",Seaside Sprint,168
1145,3102274,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1146,3130235,WTRL Team Time Trial - Zone 10,25,"['1', 'lap']",Wandering Flats,145
1147,3130233,USMES Hawaii 🍍 Torturefest,29,"['3', 'laps']",Park Perimeter Loop,503
1148,3130239,Team Italy Workout Series by Manuel Ferrari,,['71'],Watopia Figure 8,401
1149,3130238,ZLDR No One Left Behind,,['60'],Farmland Loop,299
1150,3130236,Vitality for UNICEF Group Ride,30,"['1', 'lap']",Watopia Figure 8,251
1151,3130234,Cycle Nation Joburg Sundowner,,['60'],Wandering Flats,
1152,3129203,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1153,3128554,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1154,3130232,Macro to Micro,,['59'],Innsbruckring,373
1155,3130230,WTRL Team Time Trial - Zone 9,25,"['1', 'lap']",Wandering Flats,145
1156,3130231,Dusk Patrol Run,,['60'],Tick Tock,122
1157,3130229,OH MY CRIT!! - The Double Race 1/2,19,"['3', 'laps']",Richmond Flat Roads,79
1158,3099818,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1159,3102222,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1160,3130226,DBR Base Endurance Ride,,['90'],Neon Flats,310
1161,3129440,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1162,3128769,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1163,3130225,EVO CC Sprint Race Series,4,"['1', 'lap']",Laguardia Loop,60
1164,3130224,Team Italy Specialissima Race,23,"['2', 'laps']",Astoria Line 8,373
1165,3130223,Team DRAFT Thursday Race,24,"['12', 'laps']",Downtown Dolphin,186
1166,3130222,US Military Endurance Sports Fun Run,5,[''],Valley to Mountaintop,143
1167,3130221,Applewood Cycling Group Ride,49,"['2', 'laps']",Douce France,257
1168,3130220,Group Run 10k,10,[''],Chili Pepper,
1169,3130219,Lactate Shuttle,,['57'],Innsbruckring,336
1170,3130218,3R Racing,39,"['6', 'laps']",London Classique,192
1171,3102181,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1172,3120997,MoTTIV Ride with Triathlon Taren,,['40'],Tick Tock,84
1173,3129821,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1174,3129144,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1175,3130216,Ham Sandwich,,['52'],Innsbruckring,312
1176,3130214,EZR Thursday Fun Ride,,['60'],Greater London Flat,211
1177,3099874,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1178,3130213,PACK Run Hill Training: Surrey,6,[''],Surrey Hills,158
1179,3130212,3R Racing,23,"['1', 'lap']",Knickerbocker,363
1180,3130211,Ascenders Team Social Thursday Ride,,['90'],Watopia's Waistband,
1181,3102150,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1182,3130208,WTRL Team Time Trial - Zone 7,25,"['1', 'lap']",Wandering Flats,145
1183,3130210,ZLDR AYOP Hour Run,,['60'],Whole Lotta Lava,510
1184,3130209,Virginia's Blue Ridge TWENTY24 Road to Paris,,['60'],Tick Tock,122
1185,3129494,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1186,3128831,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1187,3130207,Tower 26 Group Workouts,,['60'],Neon Flats,209
1188,3130206,Escalation,,['55'],Innsbruckring,329
1189,3130205,British Cycling Time Trial Series,17,"['2', 'laps']",London Classique,93
1190,3130204,British Cycling Women's Time Trial Series,17,"['2', 'laps']",London Classique,93
1191,3130203,EMU Japan Race,25,"['2', 'laps']",Sprinter's Playground,131
1192,3101999,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1193,3099833,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1194,3130202,3R Racing,36,"['8', 'laps']",Volcano Circuit,180
1195,3102258,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1196,3130201,AEO Fun Ride p/b Stolen Goat,,['60'],Neon Flats,209
1197,3129694,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1198,3129019,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1199,3130200,Club Battles-Cat and Mouse Chase Race,22,"['3', 'laps']",London Classique,
1200,3130199,Arise,,['52'],Innsbruckring,312
1201,3130198,Group Run 5k,5,[''],London Classique Reverse,
1202,3130195,Eastern Canadian Quest Racing Series (ECQRS),30,"['2', 'laps']",London Loop,462
1203,3130193,Fearless Flying Feet Track Intervals,7,[''],May Field,
1204,3130192,EMU Japan Short Race,25,"['13', 'laps']",Downtown Dolphin,202
1205,3130191,Micro Mountain Massif TT - Race 2,2,[''],Watopia Hilly Route,
1206,3130190,Team Electric Spirit Co. Preprandial Crits,5,"['1', 'lap']",Valley to Mountaintop,130
1207,3130189,Team ODZ Thursday Morning Throwdown,53,"['1', 'lap']",2022 Bambino Fondo,199
1208,3100286,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
1209,3099911,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1210,3102203,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1211,3130183,WTRL Team Time Trial - Zone 6,25,"['1', 'lap']",Wandering Flats,145
1212,3130187,Micro Mountain Massif TT - Race 1,3,[''],Sea to Tree,
1213,3130186,British Triathlon Series - Group Ride,,['60'],Watopia Figure 8,371
1214,3130185,Team Italy Run-Walk-Run Group,,['35'],Mayan Bridge Loop,120
1215,3130184,Rapha Women's 100 Workout,,['30'],Beach Island Loop,43
1216,3130182,Roll with Castelli,31,"['16', 'laps']",Downtown Dolphin,248
1217,3130181,Rhino Racing Crit City,16,"['8', 'laps']",The Bell Lap,
1218,3130180,TZP Go For Gold PH Race Series presented by Team ODZ,19,"['2', 'laps']",Park Perimeter Loop,335
1219,3129599,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1220,3128950,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1221,3130179,MGCC D Pursuit Race,30,"['1', 'lap']",Watopia Figure 8,251
1222,3130177,DIRT Doozy Race,13,"['1', 'lap']",Sprinter's Playground,65
1223,3130174,Thursday DIRT Flashing Lightning,,['90'],R.G.V.,304
1224,3130176,Film My Run 500 with Stephen Cousins,4,[''],Ven-Top,171
1225,3130175,Japan ZWIFT Hill Climb Race,23,"['1', 'lap']",Lutscher CCW,
1226,3130173,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1227,3130172,European Lunch Ride,,['60'],Duchy Estate,587
1228,3130170,Stages Turnt down Thursday,25,[''],Watopia Figure 8,211
1229,3130169,SAZ Speed Race,8,"['1', 'lap']",Bologna Time Trial,236
1230,3130168,3R Racing,17,"['1', 'lap']",Whole Lotta Lava,189
1231,3130167,Amalgam,,['51'],Innsbruckring,309
1232,3130166,Know No Bounds Ride,,['30'],Sleepless City,93
1233,3102173,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1234,3130162,WTRL Team Time Trial - Zone 5,25,"['1', 'lap']",Wandering Flats,145
1235,3130161,KISS Racing - Category Enforcement,32,"['2', 'laps']",Richmond UCI Worlds,315
1236,3130160,CRYO-GEN Tempo Thursday Group Ride),,['60'],Sleepless City,
1237,3130159,BanditZ Ride as One,,['60'],Greatest London Flat,286
1238,3130158,DIRT Morning Mixer,,['60'],Neon Flats,209
1239,3130157,TeamZF Endurance Social Ride - Race the Clock ⏰ 🚴🏻‍♂️,,['90'],Tick Tock,192
1240,3129340,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1241,3128698,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1242,3130154,Tempo(ish) Thursday presented by GRIT,,['60'],London Classique,217
1243,3130153,EVO CC Sprint Race Series,25,"['1', 'lap']",Neokyo All-Nighter,165
1244,3130151,TBR Kettle and Boil,40,"['1', 'lap']",Volcano Flat KOM,284
1245,3130150,Slowtwitch Indoors: Rise & Grind,,['60'],Tick Tock,122
1246,3130149,FRR Wednesday (Hump day) Race Series,13,[''],Road to Sky,684
1247,3130148,ZHR Masters TT Series,16,[''],Tempus Fugit,26
1248,3130147,5K Down Under,5,[''],5K Loop,
1249,3130145,QT2 Systems Group Workout,,['60'],Volcano Circuit CCW,212
1250,3099854,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1251,3130144,The Chop by AHDR,34,"['6', 'laps']",Richmond Flat Roads,138
1252,3130143,DIRT Thursday Endurance Ride,,['90'],Sand And Sequoias,504
1253,3102273,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1254,3130140,WTRL Team Time Trial - Zone 4,25,"['1', 'lap']",Wandering Flats,145
1255,3130142,Triathlon Australia Brick Workout,,['60'],R.G.V.,201
1256,3130141,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1257,3129677,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1258,3129049,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1259,3130139,6Points/Quest79 Challenge Group Training Ride,,['60'],Tick Tock,122
1260,3130138,VO2 Max 40/20,,['48'],Innsbruckring,301
1261,3093883,AusCycling National Club eSport Series,30,"['2', 'laps']",Chain Chomper,361
1262,3093893,AusCycling National Club eSport Series,30,"['2', 'laps']",Chain Chomper,361
1263,3130137,Tri Aus TT,8,"['1', 'lap']",Bologna Time Trial,236
1264,3130136,PACK 1.5 Beginners Ride,,['60'],Tick Tock,122
1265,3130135,Ascenders Team Aussie Triathlon Group Ride,,['60'],Watopia's Waistband,156
1266,3130134,"ZESP ""Ardillas"" Persecucion",33,"['1', 'lap']",Temples and Towers,
1267,3095418,Tour De Kids,,['60'],Sand And Sequoias,
1268,3102236,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1269,3130133,"""Dalle Ferro"" ZESP TT",28,[''],Tempus Fugit,44
1270,3130132,The Herd Thunder Down Under,,['60'],The Magnificent 8,269
1271,3129576,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1272,3128889,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1273,3130120,Endurance Morning Team with PETA-Z,81,[''],Greatest London Flat,553
